Game,Champion_1,Champion_2,Champion_3,Champion_4,Champion_5,Champion_6,Champion_7,Champion_8,Champion_9,Champion_10
1001490064,34.2k,42.4k,20.5k,16.4k,25.0k,24.4k,23.7k,16.6k,16.0k,18.4k
1001510075,39.0k,65.4k,29.9k,27.9k,38.6k,59.7k,43.3k,15.2k,25.8k,38.5k
1001510083,11.9k,13.5k,11.6k,14.7k,9.4k,9.9k,19.5k,11.2k,8.9k,13.0k
1001510090,24.7k,25.9k,15.4k,25.1k,22.2k,18.9k,37.3k,18.4k,21.6k,29.1k
1001510095,21.9k,28.3k,14.4k,16.1k,21.7k,23.6k,28.8k,14.0k,13.1k,12.5k
1001510098,21.1k,40.1k,20.5k,14.9k,22.3k,22.9k,31.8k,15.3k,16.0k,17.2k
1001510104,28.6k,38.3k,18.4k,12.7k,10.5k,31.0k,19.2k,12.5k,19.2k,15.2k
1001510120,15.6k,18.4k,7.9k,8.5k,13.6k,16.6k,18.8k,14.3k,13.0k,17.2k
1001510125,46.6k,45.4k,15.2k,24.3k,17.0k,40.2k,31.8k,18.6k,25.8k,31.0k
1001510141,13.3k,27.8k,13.3k,14.0k,16.7k,20.7k,12.8k,11.6k,10.5k,19.2k
1001510148,12.8k,6.3k,5.1k,7.4k,3.2k,13.3k,12.9k,9.2k,3.4k,8.7k
1001510200,14.0k,12.3k,6.7k,8.6k,11.0k,19.1k,26.7k,7.8k,6.0k,14.4k
1001510217,25.2k,19.6k,11.1k,17.8k,16.0k,16.4k,26.2k,14.5k,15.3k,10.7k
1001510234,23.9k,16.7k,14.8k,12.8k,18.5k,27.2k,19.2k,14.5k,11.5k,25.2k
1001510247,49.5k,51.7k,21.0k,16.8k,12.9k,26.7k,25.5k,19.7k,18.2k,28.5k
1001510259,26.1k,37.3k,20.3k,21.4k,19.5k,24.0k,31.2k,11.3k,14.9k,25.8k
1001520022,22.6k,30.2k,10.0k,8.6k,10.0k,13.1k,17.3k,14.4k,14.2k,13.5k
1001520025,15.0k,16.4k,10.2k,10.6k,9.1k,6.8k,11.4k,7.5k,10.4k,7.3k
1001520030,21.0k,22.7k,21.2k,15.5k,17.8k,33.4k,28.7k,18.4k,13.1k,11.4k
1001520041,12.2k,18.8k,11.2k,13.1k,11.6k,10.3k,17.7k,7.7k,8.4k,16.5k
1001520050,22.8k,20.6k,15.2k,7.3k,9.1k,21.9k,20.3k,14.0k,12.9k,11.3k
1001520070,44.6k,29.6k,20.7k,20.9k,29.2k,41.2k,44.8k,21.1k,17.2k,21.6k
1001520076,30.5k,31.4k,18.8k,18.0k,24.2k,17.1k,24.5k,14.1k,13.8k,11.9k
1001520083,12.1k,20.6k,17.9k,10.7k,15.8k,17.1k,25.9k,13.1k,10.9k,6.0k
1001520089,37.2k,50.5k,21.5k,22.1k,35.0k,48.6k,44.0k,22.4k,26.3k,24.2k
1001520097,29.4k,32.9k,26.8k,11.4k,27.8k,27.1k,34.2k,20.3k,14.1k,7.5k
1001520101,13.0k,14.7k,8.7k,8.5k,9.4k,17.9k,14.7k,12.9k,10.4k,5.6k
1001520106,42.7k,41.5k,27.7k,17.1k,38.7k,21.2k,25.0k,13.1k,28.6k,14.7k
1001520109,66.3k,71.5k,21.0k,25.1k,45.7k,46.7k,34.4k,16.5k,29.5k,20.1k
1001520119,9.4k,15.4k,14.2k,7.7k,10.5k,27.9k,18.7k,12.0k,12.7k,14.3k
1001520148,12.7k,40.6k,10.7k,15.6k,16.2k,15.3k,31.8k,8.5k,12.2k,8.4k
1001520155,36.0k,32.4k,19.6k,20.1k,34.6k,39.3k,26.9k,18.4k,22.2k,34.2k
1001520160,21.8k,31.7k,23.0k,17.9k,21.0k,24.2k,33.3k,32.3k,14.9k,21.3k
1001520165,15.0k,18.0k,11.0k,10.7k,5.3k,25.3k,26.8k,17.9k,13.1k,15.8k
1001520171,13.8k,16.2k,11.2k,11.1k,16.1k,20.4k,23.3k,14.1k,10.9k,13.2k
1001520253,13.7k,23.1k,12.8k,9.8k,14.7k,33.3k,21.9k,16.2k,11.5k,24.1k
1001520261,23.9k,27.3k,17.0k,13.1k,19.2k,29.6k,33.1k,17.8k,14.2k,7.3k
1001520271,15.0k,25.2k,16.1k,11.9k,13.8k,17.1k,15.7k,13.8k,11.9k,16.7k
1001520279,31.8k,31.6k,10.4k,13.6k,33.0k,17.0k,44.3k,10.6k,13.3k,23.0k
1001530039,31.8k,31.1k,18.4k,20.2k,25.4k,47.9k,41.0k,10.0k,19.2k,26.2k
1001530048,43.3k,24.1k,14.8k,18.2k,25.8k,28.3k,27.1k,19.9k,19.7k,25.0k
1001530055,33.0k,44.5k,20.6k,32.6k,16.8k,32.7k,32.5k,32.4k,21.7k,21.6k
1001530065,23.9k,22.9k,26.8k,16.9k,14.6k,18.9k,19.6k,26.4k,15.6k,15.7k
1001530074,9.6k,20.8k,10.8k,11.2k,12.6k,16.8k,23.8k,11.2k,11.9k,14.1k
1001530078,23.8k,26.6k,21.5k,24.9k,32.0k,23.8k,37.1k,17.9k,15.2k,33.9k
1001530083,17.2k,24.1k,9.7k,7.5k,10.6k,19.4k,12.6k,12.1k,12.3k,17.3k
1001530089,13.0k,17.9k,10.7k,6.7k,8.7k,9.2k,21.6k,8.7k,7.1k,14.4k
1001530099,21.9k,31.1k,11.8k,12.1k,13.0k,22.6k,18.7k,12.5k,10.6k,15.3k
1001530109,20.1k,23.0k,24.9k,16.9k,17.1k,18.7k,24.2k,19.1k,16.7k,14.1k
1001530113,26.3k,20.6k,19.9k,12.0k,21.4k,32.2k,21.6k,21.4k,15.5k,21.6k
1001530148,36.1k,44.7k,24.7k,15.7k,17.1k,28.2k,44.6k,24.8k,16.9k,33.9k
1001530171,19.7k,31.9k,19.4k,17.1k,16.9k,27.9k,35.9k,17.6k,13.1k,17.8k
1001540008,22.7k,28.0k,22.2k,12.4k,13.5k,32.1k,34.7k,11.6k,18.1k,21.1k
1001540010,7.9k,24.2k,13.6k,11.5k,6.8k,15.7k,17.4k,11.6k,12.6k,15.2k
1001540011,17.7k,26.9k,8.4k,10.5k,15.3k,15.1k,18.9k,9.8k,9.8k,7.3k
1001540022,24.1k,17.0k,11.7k,12.5k,21.4k,10.0k,27.3k,9.1k,15.6k,10.3k
1001540028,24.6k,40.4k,12.0k,9.6k,12.3k,44.8k,21.5k,12.3k,17.5k,24.3k
1001540048,26.2k,28.9k,15.6k,15.0k,10.5k,27.5k,20.7k,10.9k,11.1k,14.1k
1001540061,17.4k,21.3k,12.6k,14.2k,4.3k,25.0k,19.9k,14.4k,11.8k,16.5k
1001540069,21.4k,18.2k,8.0k,15.1k,13.9k,17.2k,19.7k,13.2k,13.7k,17.5k
1001540076,30.3k,27.2k,13.4k,14.9k,7.9k,15.7k,23.2k,17.8k,15.2k,20.7k
1001540082,25.4k,17.7k,8.2k,11.5k,16.1k,13.6k,22.8k,16.8k,10.1k,11.1k
1001540091,13.9k,13.5k,10.3k,7.7k,12.7k,6.7k,10.5k,4.5k,4.9k,4.0k
1001540095,25.9k,21.6k,19.3k,16.8k,27.8k,21.3k,33.7k,11.3k,15.1k,24.4k
1001540103,19.9k,31.0k,17.8k,13.0k,20.3k,20.8k,30.1k,17.1k,12.6k,10.6k
1001540106,16.4k,39.7k,18.2k,11.5k,10.3k,13.8k,29.9k,27.1k,15.8k,17.2k
1001540111,24.8k,34.9k,14.2k,17.6k,26.9k,27.8k,38.9k,17.4k,15.6k,21.8k
1001540121,24.1k,22.5k,11.8k,10.6k,11.1k,20.4k,20.9k,14.3k,15.4k,20.8k
1001540126,16.2k,22.7k,10.1k,13.7k,14.2k,19.5k,29.9k,22.2k,11.9k,17.0k
1001550014,14.5k,16.0k,11.5k,3.5k,8.6k,14.1k,18.3k,11.1k,5.2k,7.4k
1001550021,14.0k,19.9k,10.1k,5.5k,4.7k,12.9k,20.1k,13.0k,10.4k,12.6k
1001550029,27.1k,25.1k,17.9k,16.7k,27.0k,24.3k,27.5k,18.0k,14.9k,23.6k
1001550037,44.5k,40.6k,27.3k,25.1k,12.5k,41.1k,43.9k,24.8k,21.5k,15.0k
1001550042,21.9k,35.7k,20.7k,17.9k,13.9k,22.2k,34.4k,13.5k,17.1k,28.6k
1001550076,21.3k,34.7k,10.2k,9.7k,5.9k,25.7k,15.1k,16.0k,14.6k,18.1k
1001550084,15.1k,27.4k,9.9k,7.5k,10.0k,14.0k,28.4k,15.7k,11.0k,9.9k
1001550098,24.2k,33.6k,18.7k,18.8k,28.7k,40.1k,38.6k,19.9k,23.9k,28.8k
1001550113,12.3k,13.3k,12.1k,8.9k,10.3k,9.8k,19.0k,11.3k,10.6k,8.1k
1001550120,37.3k,27.1k,9.5k,21.3k,17.6k,22.0k,29.9k,20.4k,21.1k,28.9k
1001550160,10.1k,19.4k,11.8k,9.6k,11.3k,14.2k,35.9k,11.5k,13.8k,11.9k
1001550165,23.3k,23.0k,19.6k,17.8k,21.4k,34.0k,28.5k,19.3k,20.1k,15.8k
1001550174,14.3k,23.8k,13.3k,10.6k,11.4k,9.8k,35.2k,15.3k,14.2k,17.2k
1001550183,18.5k,16.3k,17.6k,8.7k,11.3k,14.7k,26.1k,21.8k,15.9k,21.7k
1001550189,15.5k,26.9k,6.4k,14.9k,4.4k,10.7k,15.2k,12.5k,8.7k,9.8k
1001550210,10.2k,13.6k,10.2k,7.7k,6.9k,23.4k,22.5k,17.6k,14.8k,16.5k
1001550219,13.6k,29.2k,9.0k,10.7k,13.4k,17.8k,20.1k,13.0k,13.0k,20.2k
1001550227,23.1k,23.5k,11.1k,16.4k,17.0k,23.0k,29.6k,16.5k,16.7k,26.2k
1001550240,10.6k,16.2k,14.0k,9.0k,6.1k,18.5k,25.2k,13.3k,15.5k,19.7k
1001550248,21.8k,22.7k,11.3k,17.4k,23.2k,21.3k,41.3k,19.1k,12.2k,14.5k
1001560015,11.5k,16.0k,15.9k,10.6k,7.8k,17.8k,16.8k,11.8k,9.7k,14.6k
1001560025,6.9k,14.3k,2.9k,4.8k,6.1k,5.8k,17.4k,10.0k,8.8k,9.6k
1001560037,13.5k,21.8k,23.3k,17.0k,22.2k,24.5k,31.3k,9.8k,24.2k,6.3k
1001560043,18.2k,20.3k,5.4k,10.3k,12.4k,21.4k,20.8k,6.0k,14.1k,13.5k
1001560055,28.7k,39.6k,15.9k,22.2k,13.1k,25.5k,31.9k,17.1k,12.6k,16.7k
1001560063,41.9k,39.7k,14.7k,11.4k,14.6k,36.3k,32.3k,14.3k,16.5k,29.3k
1001560071,23.4k,36.7k,19.2k,13.4k,26.5k,20.7k,28.7k,26.9k,22.1k,16.2k
1001560078,15.5k,19.3k,9.9k,10.4k,11.0k,13.2k,17.4k,11.4k,5.8k,8.9k
1001560087,36.9k,45.6k,28.2k,24.0k,41.3k,49.4k,38.3k,26.1k,26.6k,23.0k
1001570004,12.5k,21.2k,10.7k,9.7k,13.0k,18.6k,29.8k,7.6k,11.7k,10.7k
1001570016,14.9k,19.0k,12.7k,5.3k,14.5k,10.7k,18.0k,3.9k,5.4k,6.6k
1001570022,26.4k,28.3k,15.7k,14.6k,19.3k,23.4k,24.1k,13.9k,20.9k,8.0k
1001570026,19.0k,32.3k,13.1k,13.0k,16.0k,23.1k,30.5k,8.2k,13.8k,8.7k
1001570029,21.2k,20.4k,14.0k,11.7k,19.3k,34.3k,22.8k,15.0k,9.1k,11.7k
1001570035,53.0k,41.0k,20.9k,15.9k,35.1k,32.4k,35.5k,15.1k,15.7k,17.1k
1001570039,41.3k,50.9k,22.6k,25.7k,36.6k,37.0k,64.6k,24.1k,37.6k,19.2k
1001570055,8.9k,16.7k,8.6k,11.8k,13.0k,9.1k,14.2k,12.5k,8.8k,14.8k
1001570064,40.6k,49.5k,17.8k,27.8k,43.2k,34.6k,33.8k,21.6k,23.3k,27.5k
1001570083,17.1k,34.8k,16.0k,11.7k,13.7k,12.2k,22.9k,12.5k,12.0k,12.3k
1001570089,23.7k,27.0k,19.9k,15.9k,25.2k,18.1k,36.6k,10.1k,15.8k,20.1k
1001570093,27.1k,26.8k,15.1k,21.7k,23.8k,19.9k,38.9k,14.8k,20.2k,16.5k
1001570097,17.5k,19.0k,13.1k,9.3k,13.6k,16.1k,24.0k,14.4k,10.4k,13.1k
1001570103,12.1k,16.9k,14.5k,10.9k,16.3k,12.5k,21.6k,7.9k,8.8k,6.1k
1001570108,12.7k,20.3k,9.5k,10.9k,10.4k,11.0k,21.6k,11.3k,10.0k,8.6k
1001570121,11.3k,20.4k,14.2k,11.9k,9.0k,9.8k,21.1k,7.3k,12.4k,11.1k
1001570130,24.3k,36.4k,7.2k,17.6k,11.4k,30.2k,35.2k,15.5k,14.7k,14.0k
1001570147,12.5k,21.5k,8.3k,7.2k,5.3k,21.5k,30.2k,7.5k,11.0k,13.8k
1001570158,12.1k,25.3k,11.1k,14.2k,9.0k,16.6k,18.9k,17.4k,12.7k,18.1k
1001580074,31.2k,30.3k,19.3k,14.4k,13.7k,21.7k,33.1k,17.7k,14.0k,11.3k
1001580084,27.3k,23.4k,14.8k,11.2k,14.4k,23.0k,28.2k,12.0k,12.1k,14.0k
1001580099,13.6k,19.1k,11.9k,8.9k,6.4k,12.8k,17.0k,14.0k,12.4k,18.7k
1001580106,30.6k,27.6k,14.4k,15.5k,13.1k,19.3k,26.7k,20.3k,12.1k,16.7k
1001580113,24.3k,23.8k,8.9k,9.2k,11.2k,15.6k,23.2k,13.6k,9.0k,16.6k
1001580122,21.3k,28.8k,13.0k,14.8k,15.9k,27.8k,28.5k,11.8k,15.7k,14.5k
1001580174,21.4k,26.1k,7.8k,17.7k,12.4k,33.0k,28.4k,9.4k,13.4k,9.4k
1001580187,27.7k,39.3k,24.5k,20.5k,33.7k,37.1k,38.8k,21.3k,17.0k,21.8k
1001580199,13.3k,27.5k,14.4k,15.2k,10.3k,15.3k,19.4k,14.6k,14.3k,20.4k
1001580207,21.5k,43.9k,24.5k,17.0k,26.2k,27.8k,44.5k,14.6k,16.5k,24.8k
1001580216,9.3k,21.0k,6.4k,8.6k,2.6k,14.0k,14.8k,12.5k,9.3k,13.4k
1001590014,14.0k,25.8k,12.9k,14.4k,18.8k,19.9k,23.0k,16.2k,12.7k,12.1k
1001590015,18.9k,21.4k,13.8k,9.6k,7.9k,13.4k,25.7k,14.3k,6.6k,15.2k
1001590017,14.2k,25.1k,18.5k,13.5k,15.9k,21.8k,22.3k,16.4k,12.0k,16.5k
1001590027,19.4k,23.4k,7.1k,11.6k,14.0k,17.3k,23.6k,14.5k,8.2k,14.8k
1001590028,36.3k,44.2k,18.1k,15.2k,38.2k,37.1k,46.9k,26.6k,24.8k,24.4k
1001590029,29.2k,28.1k,21.0k,14.7k,25.0k,26.8k,31.0k,16.2k,15.1k,26.9k
1001590042,28.1k,24.8k,21.0k,12.9k,18.3k,30.6k,29.5k,18.5k,15.7k,23.4k
1001590043,17.9k,19.8k,13.5k,6.8k,10.4k,22.8k,16.4k,18.3k,8.4k,18.6k
1001600016,15.1k,28.7k,13.4k,13.0k,11.1k,17.9k,27.9k,14.7k,11.7k,13.3k
1001600044,32.5k,45.1k,23.5k,22.3k,21.3k,35.7k,31.9k,29.2k,16.5k,22.6k
1001600047,43.2k,31.3k,17.8k,16.3k,23.3k,31.5k,38.4k,22.2k,20.0k,19.0k
1001600049,26.6k,31.9k,10.9k,14.9k,17.7k,31.5k,25.7k,16.9k,13.9k,22.4k
1001600064,29.6k,14.5k,10.4k,9.3k,10.7k,17.0k,21.9k,10.6k,9.1k,11.7k
1001600071,27.1k,27.0k,15.3k,10.1k,20.8k,24.7k,22.8k,18.4k,15.0k,16.8k
1001600072,22.5k,23.8k,11.6k,10.1k,16.1k,27.6k,18.7k,13.4k,10.9k,14.8k
1001600073,25.4k,30.2k,17.7k,14.2k,19.5k,27.3k,26.3k,17.0k,15.0k,11.0k
